"Ad set name",Age,Gender,"Ad name","Campaign name",Day,"Delivery status","Delivery level","Ad set name","Amount spent (USD)","Result Type","Cost per result","CPM (cost per 1,000 impressions)",Reach,"hook rate","hold rate","Video average play time","CTR (link click-through rate)","Link clicks","CPC (cost per link click)","Adds to cart","Website adds to cart","Cost per add to cart","Checkouts initiated","Website checkouts initiated","Cost per checkout initiated",Purchases,"Website purchases","Cost per purchase","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on advertising spend)",Frequency,"Reporting starts","Reporting ends"
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-09,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.08,,,80,1,0,,3,,,,,,,,,,,,,,,1,2025-08-09,2025-08-09
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 4 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.03,,,30,1,0,,,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 4 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.93,,,310,3,1,0.33333333,20,33.33333333,1,0.93,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 4 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.2,,,66.66666667,3,0.33333333,0,2,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,male,"Ad 4 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.24,,,240,1,1,1,35,100,1,0.24,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 5 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.3,,,100,3,0.66666667,0.5,70,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",45-54,female,"Ad 5 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.26,,,260,1,0,,2,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 5 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.07,,,35,2,0,,1,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",45-54,female,"Ad 1 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.07,,,70,1,0,,2,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 1 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.09,,,45,2,1,0,6,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 1 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.29,,,145,2,0.5,1,44,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 4 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.05,,,25,2,0.5,0,6,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 5 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.01,,,10,1,0,,,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 2 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.21,,,105,2,0.5,1,29,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 2 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.18,,,90,2,0.5,0,6,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 2 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.33,,,110,3,1,0,7,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 5 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.04,,,20,2,0,,2,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,male,"Ad 2 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.5,,,500,1,0,,,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 1 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.04,,,40,1,1,0,7,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",45-54,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.1,,,100,1,0,,2,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,male,"Ad 1 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.27,,,270,1,0,,1,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,male,"Ad 1 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.02,,,20,1,1,0,5,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 1 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.32,,,80,4,0,,1,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 1 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.05,,,50,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 5 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.33,,,165,2,1,0.5,12,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 4 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.27,,,90,2,0,,2,,,,,,,,,,,,,,,1.5,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",35-44,female,"Ad 4 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.04,,,40,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 2 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.08,,,80,1,0,,,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.2,,,100,2,0,,3,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,male,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.11,,,55,1,0.5,0,2,,,,,,,,,,,,,,,2,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 1 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.64,,,160,4,0.75,0.33333333,59,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",65+,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",2.5,,,277.77777778,9,0.77777778,0.42857143,27,11.11111111,1,2.5,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.01,,,10,1,0,,1,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 2 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.03,,,30,1,0,,1,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",35-44,female,"Ad 2 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.03,,,30,1,0,,3,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 2 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 2 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",1.72,,,156.36363636,11,0.54545455,0.16666667,26,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",35-44,female,"Ad 3 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.13,,,130,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 3 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.01,,,10,1,1,0,3,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 1 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.04,,,40,1,0,,2,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 2 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-07,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.25,,,250,1,1,0,4,,,,,,,,,,,,,,,1,2025-08-07,2025-08-07
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",1.45,,,241.66666667,5,0.33333333,0.5,5,,,,,,,,,,,,,,,1.2,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.29,,,145,2,0.5,0,8,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",35-44,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.13,,,65,2,1,0.5,16,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",1.02,,,204,5,0.8,0.25,57,40,2,0.51,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,male,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-06,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.2,,,200,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-06,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.35,,,175,2,1,0.5,31,50,1,0.35,2,2,0.175,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-06,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.24,,,77.5,14,0.6875,0.45454545,17,25,4,0.31,2,2,0.62,,,,,,,,,1.14285714,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-06,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.27,,,84.66666667,14,0.53333333,0.5,11,13.33333333,2,0.635,,,,,,,,,,,,1.07142857,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageugc4-long,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.21,,,105,2,1,0.5,13,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-06,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.56,,,70,7,0.625,0,4,12.5,1,0.56,,,,,,,,,,,,1.14285714,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-08-06,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.27,,,119.47368421,19,0.73684211,0.42857143,22,10.52631579,2,1.135,1,1,2.27,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageugc4-long,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.34,,,113.33333333,3,0.66666667,0,7,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc4-long,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.57,,,190,3,0.33333333,0,4,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",65+,female,"Ad 3 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.12,,,120,1,0,,1,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 5 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.02,,,20,1,0,,,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 5 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.53,,,530,1,1,0,8,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",35-44,female,"Ad 3 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.03,,,30,1,0,,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",55-64,female,"Ad 3 - Hook 3","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.08,,,80,1,1,0,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,1,0,9,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",35-44,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.26,,,260,1,0,,1,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",3.45,,,127.77777778,23,0.48148148,0.23076923,9,7.40740741,2,1.725,2,2,1.725,,,,,,,,,1.17391304,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,unknown,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.06,,,60,1,1,0,3,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",6.85,"Website purchases",6.85,116.10169492,54,0.6440678,0.42105263,15,11.86440678,7,0.97857143,4,4,1.7125,1,1,6.85,1,1,6.85,13.13722628,13.13722628,1.09259259,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.12,,,120,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.11,,,370,3,0.66666667,0,7,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.19,,,95,2,1,1,131,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.07,,,23.33333333,1,0,,1,,,,,,,,,,,,,,,3,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.12,,,40,3,0.33333333,1,15,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.92,,,153.33333333,6,0.33333333,0,4,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.09,,,30,2,0,,1,,,,,,,,,,,,,,,1.5,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",8.65,,,163.20754717,44,0.58490566,0.38709677,15,1.88679245,1,8.65,,,,,,,,,,,,1.20454545,2025-08-06,2025-08-06
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",7.6,,,131.03448276,51,0.46551724,0.33333333,9,6.89655172,4,1.9,,,,,,,,,,,,1.1372549,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.41,,,410,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",1.14,,,285,4,0,,1,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,male,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,1,1,319,100,1,0.03,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.23,,,115,2,0.5,1,33,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.3,,,300,1,0,,,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",25-34,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.04,,,40,1,1,1,15,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.01,,,10,1,1,0,12,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,male,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,0,,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.09,,,30,3,1,0,5,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.34,,,68,5,0.2,0,2,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | PDP Test | Aug 6",45-54,female,"Ad 1 - Hook 4","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | PDP Test | Aug 6",0.04,,,40,1,1,1,112,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 2","RLB | MAIN | US | Philippians 4:13",2025-08-06,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.01,,,10,1,1,1,293,,,,,,,,,,,,,,,1,2025-08-06,2025-08-06
